Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
1,Ågesta,59.206000,18.082900,Sweden,SE,Shutdown,PHWR,,1957-12-01,1964-05-01,1974-06-02,9,2015-05-24T04:51:37+03:00,WNA/IAEA,528
2,Akademik Lomonosov-1,69.709579,170.306250,Russia,RU,Operational,PWR,KLT-40S 'Floating',2007-04-15,2020-05-22,,30,2021-05-31,WNA/IAEA/Google Maps,895
3,Akademik Lomonosov-2,69.709579,170.306250,Russia,RU,Operational,PWR,KLT-40S 'Floating',2007-04-15,2020-05-22,,30,2021-05-31,WNA/IAEA/Google Maps,896
4,Akhvaz-1,,,Iran,IR,Planned,,,,,,,,WNA,
5,Akhvaz-2,,,Iran,IR,Planned,,,,,,,,WNA,
6,Akkuyu-1,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,2018-04-03,,,1114,2018-07-01T01:21:08+03:00,WNA/Wikipedia/IAEA,553
7,Akkuyu-2,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,2020-04-08,,,1114,2020-08-31T01:39:56+03:00,Wikipedia/IAEA,1080
8,Akkuyu-3,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,2021-03-10,,,1114,2021-04-20T02:47:37+03:00,Wikipedia/IAEA,1081
9,Akkuyu-4,36.144444,33.541111,Türkiye,TR,Under Construction,PWR,VVER V-509,2022-07-21,,,1114,2022-09-24T22:33:57+03:00,Wikipedia/IAEA,1082
10,Aktau (Shevchenko),43.607000,51.283000,Kazakhstan,KZ,Shutdown,FBR,BN-350,1964-10-01,1973-07-16,1999-04-22,52,2021-10-01T00:14:53+03:00,WNA/IAEA,414
11,Almaraz-1,39.807000,-5.698000,Spain,ES,Operational,PWR,WH 3LP,1973-07-03,1983-09-01,,900,2017-02-10T23:56:15+02:00,WNA/IAEA,153
12,Almaraz-2,39.807000,-5.698000,Spain,ES,Operational,PWR,WH 3LP,1973-07-03,1984-07-01,,900,2019-06-02T20:17:55+03:00,WNA/IAEA,154
13,Angra-1,-23.008000,-44.457000,Brazil,BR,Operational,PWR,WH 2LP,1971-05-01,1985-01-01,,609,2021-02-14T03:47:53+02:00,WNA/IAEA,24
14,Angra-2,-23.008000,-44.457000,Brazil,BR,Operational,PWR,PRE KONVOI,1976-01-01,2001-02-01,,1245,2015-05-24T04:50:19+03:00,WNA/IAEA,25
15,Angra-3,-23.010000,-44.470000,Brazil,BR,Under Construction,PWR,PRE KONVOI,2010-05-30,,,1340,2023-08-28T08:01:45+03:00,WNA/IAEA,26
16,APS-1 Obninsk,55.084000,36.570000,Russia,RU,Shutdown,LWGR,AM-1,1951-01-01,1954-12-01,2002-04-29,5,2015-05-24T04:51:32+03:00,WNA/IAEA,447
17,Arkansas Nuclear One-1 (ANO-1),35.310000,-93.230000,United States,US,Operational,PWR,B&W LLP (DRYAMB),1968-10-01,1974-12-19,,850,2017-02-10T23:58:30+02:00,WNA/IAEA,652
18,Arkansas Nuclear One-2 (ANO-2),35.310000,-93.229000,United States,US,Operational,PWR,CE 2LP (DRYAMB),1968-12-06,1980-03-26,,912,2017-02-10T23:58:53+02:00,WNA/IAEA,689
19,Armenian-1,40.182000,44.147000,Armenia,AM,Shutdown,PWR,VVER V-270,1969-07-01,1977-10-06,1989-02-25,376,2021-06-07,WNA/IAEA,1
20,Armenian-2,40.182000,44.147000,Armenia,AM,Operational,PWR,VVER V-270,1975-07-01,1980-05-03,,375,2021-06-29T00:12:17+03:00,WNA/IAEA,2
21,Armenian-3,40.180800,44.147200,Armenia,AM,Planned,PWR,,,,,,2021-06-07,WNA,
22,Asco-1,41.202000,0.571000,Spain,ES,Operational,PWR,WH 3LP,1974-05-16,1984-12-10,,888,2023-08-28T08:01:45+03:00,WNA/IAEA,155
23,Asco-2,41.202000,0.571000,Spain,ES,Operational,PWR,WH 3LP,1975-03-07,1986-03-31,,888,2023-08-28T08:01:45+03:00,WNA/IAEA,156
24,Atucha-1,-33.967000,-59.209000,Argentina,AR,Operational,PHWR,PHWR KWU,1968-05-31,1974-06-23,,319,2024-03-03T20:43:43+02:00,WNA/IAEA,3
25,Atucha-2,-33.967000,-59.209000,Argentina,AR,Operational,PHWR,PHWR KWU,1981-07-13,2016-05-25,,692,2023-08-28T08:01:45+03:00,WNA/IAEA,5
26,Balakovo-1,52.092000,47.952000,Russia,RU,Operational,PWR,VVER V-320,1980-12-01,1986-05-23,,950,2015-05-24T04:51:36+03:00,WNA/IAEA,524
27,Balakovo-2,52.092000,47.952000,Russia,RU,Operational,PWR,VVER V-320,1981-08-01,1988-01-18,,950,2015-05-24T04:51:36+03:00,WNA/IAEA,525
28,Balakovo-3,52.092000,47.952000,Russia,RU,Operational,PWR,VVER V-320,1982-11-01,1989-04-08,,950,2015-05-24T04:51:36+03:00,WNA/IAEA,526
29,Balakovo-4,52.092000,47.952000,Russia,RU,Operational,PWR,VVER V-320,1984-04-01,1993-12-22,,950,2015-05-24T04:51:36+03:00,WNA/IAEA,527
30,Baltic-1,54.939000,22.162000,Russia,RU,Under Construction,PWR,VVER V-491,2012-02-22,,,1109,2015-05-24T04:51:57+03:00,WNA/IAEA,968
31,Barakah-1 (Braka),23.952748,52.193298,United Arab Emirates,AE,Operational,PWR,APR-1400,2012-07-19,2021-04-01,,1310,2023-08-28T08:01:45+03:00,WNA/IAEA,1050
32,Barakah-2 (Braka),23.952748,52.193298,United Arab Emirates,AE,Operational,PWR,APR-1400,2013-04-15,2022-03-24,,1310,2023-08-28T08:01:45+03:00,WNA/IAEA,1051
33,Barakah-3 (Braka),23.952748,52.203298,United Arab Emirates,AE,Operational,PWR,APR-1400,2014-09-24,2023-02-24,,1310,2023-08-28T08:01:45+03:00,WNA/IAEA,1052
34,Chutka-1,,,India,IN,Planned,PHWR,,,,,,2021-06-07,WNA,
35,Chutka-2,,,India,IN,Planned,PHWR,,,,,,2021-06-07,WNA,
36,Barseback-1,55.745000,12.926000,Sweden,SE,Shutdown,BWR,AA-II,1971-02-01,1975-07-01,1999-11-30,570,2018-03-10T14:52:00+02:00,WNA/IAEA,538
37,Barseback-2,55.745000,12.926000,Sweden,SE,Shutdown,BWR,AA-II,1973-01-01,1977-07-01,2005-05-31,570,2018-03-10T14:52:02+02:00,WNA/IAEA,540
38,Beaver Valley-1,40.624000,-80.432000,United States,US,Operational,PWR,WH 3LP (DRYSUB),1970-06-26,1976-10-01,,835,2017-02-10T23:58:44+02:00,WNA/IAEA,669
39,Beaver Valley-2,40.624000,-80.432000,United States,US,Operational,PWR,WH 3LP (DRYSUB),1974-05-03,1987-11-17,,836,2017-02-10T23:58:59+02:00,WNA/IAEA,712
40,Belarusian-1,54.766667,26.116667,Belarus,BY,Operational,PWR,VVER V-491,2013-11-08,2021-06-10,,1110,2021-10-01T00:14:53+03:00,IAEA,1056
41,Belarusian-2,54.766667,26.116667,Belarus,BY,Operational,PWR,VVER V-491,2014-04-27,2023-11-01,,1110,2024-03-03T20:43:43+02:00,IAEA,1061
42,Belene-1,43.624530,25.186750,Bulgaria,BG,Cancelled Construction,PWR,,1987-01-01,,,953,2021-02-14T00:57:00+02:00,WNA/IAEA,
43,Belene-2,43.624530,25.186500,Bulgaria,BG,Cancelled Construction,PWR,,1987-03-31,,,953,2021-02-14T00:57:00+02:00,WNA/IAEA,
44,Belleville-1,47.511000,2.871000,France,FR,Operational,PWR,P4 REP 1300,1980-05-01,1988-06-01,,1310,2015-05-24T04:51:02+03:00,WNA/IAEA,211
45,Belleville-2,47.511000,2.871000,France,FR,Operational,PWR,P4 REP 1300,1980-08-01,1989-01-01,,1310,2015-05-24T04:51:02+03:00,WNA/IAEA,212
46,Beloyarsk-1,56.842000,61.321000,Russia,RU,Shutdown,LWGR,AMB-100,1958-06-01,1964-04-26,1983-01-01,102,2015-05-24T04:51:34+03:00,WNA/IAEA,488
47,Beloyarsk-2,56.842000,61.321000,Russia,RU,Shutdown,LWGR,AMB-200,1962-01-01,1969-12-01,1990-01-01,146,2015-05-24T04:51:35+03:00,WNA/IAEA,503
48,Beloyarsk-3,56.842000,61.321000,Russia,RU,Operational,FBR,BN-600,1969-01-01,1981-11-01,,560,2015-05-24T04:51:34+03:00,WNA/IAEA,484
49,Beloyarsk-4,56.842000,61.321000,Russia,RU,Operational,FBR,BN-800,2006-07-18,2016-10-31,,820,2017-09-25T03:19:53+03:00,WNA/IAEA,451
50,Beloyarsk-5,56.842000,61.321000,Russia,RU,Planned,FBR,BN-1200,,,,,,WNA/Wikipedia,
51,Berkeley-1,51.692000,-2.494000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-01-01,1962-06-12,1989-03-31,138,2015-05-24T04:51:19+03:00,WNA/IAEA,264
52,Berkeley-2,51.692000,-2.494000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-01-01,1962-10-20,1988-10-26,138,2015-05-24T04:51:19+03:00,WNA/IAEA,265
53,Beznau-1,47.552000,8.229000,Switzerland,CH,Operational,PWR,WH 2LP,1965-09-01,1969-12-09,,350,2022-04-21T20:26:19+03:00,WNA/IAEA,55
54,Beznau-2,47.552000,8.229000,Switzerland,CH,Operational,PWR,WH 2LP,1968-01-01,1972-03-04,,350,2023-08-28T08:01:45+03:00,WNA/IAEA,57
55,Biblis-A,49.709000,8.415000,Germany,DE,Shutdown,PWR,PWR,1970-01-01,1975-02-26,2011-08-06,1146,2015-05-24T04:50:42+03:00,WNA/IAEA,85
56,Biblis-B,49.709000,8.415000,Germany,DE,Shutdown,PWR,PWR,1972-02-01,1977-01-31,2011-08-06,1178,2015-05-24T04:50:42+03:00,WNA/IAEA,91
57,Big Rock Point,45.359000,-85.195000,United States,US,Shutdown,BWR,,1960-05-01,1963-03-29,1997-08-29,72,2015-05-24T04:51:41+03:00,WNA/IAEA,601
58,Bilibino-1,68.059000,166.492000,Russia,RU,Shutdown,LWGR,EGP-6,1970-01-01,1974-04-01,2019-01-14,11,2019-06-02T20:18:07+03:00,WNA/IAEA,467
59,Bilibino-2,68.059000,166.492000,Russia,RU,Operational,LWGR,EGP-6,1970-01-01,1975-02-01,,11,2015-05-24T04:51:32+03:00,WNA/IAEA,468
60,Bilibino-3,68.059000,166.492000,Russia,RU,Operational,LWGR,EGP-6,1970-01-01,1976-02-01,,11,2015-05-24T04:51:32+03:00,WNA/IAEA,469
61,Bilibino-4,68.059000,166.492000,Russia,RU,Operational,LWGR,EGP-6,1970-01-01,1977-01-01,,11,2015-05-24T04:51:33+03:00,WNA/IAEA,470
62,Blayais-1,45.256000,-0.691000,France,FR,Operational,PWR,CP1,1977-01-01,1981-12-01,,910,2015-05-24T04:50:53+03:00,WNA/IAEA,187
63,Blayais-2,45.256000,-0.691000,France,FR,Operational,PWR,CP1,1977-01-01,1983-02-01,,910,2015-05-24T04:50:54+03:00,WNA/IAEA,188
64,Blayais-3,45.256000,-0.691000,France,FR,Operational,PWR,CP1,1978-04-01,1983-11-14,,910,2015-05-24T04:50:54+03:00,WNA/IAEA,189
65,Blayais-4,45.256000,-0.691000,France,FR,Operational,PWR,CP1,1978-04-01,1983-10-01,,910,2015-05-24T04:50:54+03:00,WNA/IAEA,190
66,Bohunice-1,48.494000,17.687000,Slovakia,SK,Shutdown,PWR,VVER V-230,1972-04-24,1980-04-01,2006-12-31,408,2015-05-24T04:51:38+03:00,WNA/IAEA,548
67,Bohunice-2,48.494000,17.687000,Slovakia,SK,Shutdown,PWR,VVER V-230,1972-04-24,1981-01-01,2008-12-31,408,2015-05-24T04:51:38+03:00,WNA/IAEA,549
68,Bohunice-3,48.494000,17.687000,Slovakia,SK,Operational,PWR,VVER V-213,1976-12-01,1985-02-14,,466,2021-02-14T03:47:53+02:00,WNA/IAEA,546
69,Bohunice-4,48.494000,17.687000,Slovakia,SK,Operational,PWR,VVER V-213,1976-12-01,1985-12-18,,466,2021-02-14T03:47:53+02:00,WNA/IAEA,547
70,Bohunice-A1,48.494000,17.687000,Slovakia,SK,Shutdown,HWGCR,KS 150,1958-08-01,1972-12-25,1977-02-22,110,2015-05-24T04:51:38+03:00,WNA/IAEA,543
71,BONUS,18.365000,-67.268000,United States,US,Shutdown,BWR,Superheater,1960-01-01,1965-09-01,1968-06-01,17,2021-06-06,WNA/IAEA,703
72,Borssele,51.431000,3.719000,Netherlands,NL,Operational,PWR,KWU 2LP,1969-07-01,1973-10-26,,495,2017-02-10T23:57:03+02:00,WNA/IAEA,423
73,BR-3,51.217000,5.099000,Belgium,BE,Shutdown,PWR,Prototype,1957-11-01,1962-10-10,1987-06-30,11,2015-05-24T04:50:07+03:00,WNA/IAEA,8
74,Bradwell-1,51.742000,0.899000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-01-01,1962-07-01,2002-03-31,150,2015-05-24T04:51:19+03:00,WNA/IAEA,266
75,Bradwell-2,51.742000,0.899000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-01-01,1962-11-12,2002-03-30,150,2015-05-24T04:51:19+03:00,WNA/IAEA,267
76,Braidwood-1,41.247000,-88.230000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-08-01,1988-07-29,,1120,2017-02-10T23:59:18+02:00,WNA/IAEA,737
77,Braidwood-2,41.247000,-88.230000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-08-01,1988-10-17,,1120,2017-02-10T23:59:19+02:00,WNA/IAEA,738
79,Brokdorf,53.850000,9.345000,Germany,DE,Shutdown,PWR,PWR,1976-01-01,1986-12-22,2021-12-31,1307,2022-04-21T20:26:19+03:00,WNA/IAEA,107
80,Browns Ferry-1,34.704000,-87.119000,United States,US,Operational,BWR,BWR-4 (Mark 1),1967-05-01,1974-12-20,,1065,2022-04-21T20:26:19+03:00,WNA/IAEA,617
81,Browns Ferry-2,34.704000,-87.119000,United States,US,Operational,BWR,BWR-4 (Mark 1),1967-05-01,1975-03-01,,1065,2015-05-24T04:51:42+03:00,WNA/IAEA,618
82,Browns Ferry-3,34.704000,-87.119000,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-07-01,1977-03-01,,1065,2015-05-24T04:51:43+03:00,WNA/IAEA,641
83,Bruce-1,44.341000,-81.572000,Canada,CA,Operational,PHWR,CANDU 791,1971-06-01,1977-09-01,,732,2022-04-21T20:26:19+03:00,WNA/IAEA,53
84,Bruce-2,44.341000,-81.572000,Canada,CA,Operational,PHWR,CANDU 791,1970-12-01,1977-09-01,,732,2022-04-21T20:26:19+03:00,WNA/IAEA,54
85,Bruce-3,44.341000,-81.572000,Canada,CA,Operational,PHWR,CANDU 750A,1972-07-01,1978-02-01,,750,2022-04-21T20:26:19+03:00,WNA/IAEA,30
86,Bruce-4,44.341000,-81.572000,Canada,CA,Operational,PHWR,CANDU 750A,1972-09-01,1979-01-18,,750,2022-04-21T20:26:19+03:00,WNA/IAEA,31
87,Bruce-5,44.341000,-81.572000,Canada,CA,Operational,PHWR,CANDU 750B,1978-05-31,1985-02-28,,822,2022-04-21T20:26:19+03:00,WNA/IAEA,38
88,Bruce-6,44.341000,-81.572000,Canada,CA,Operational,PHWR,CANDU 750B,1978-01-01,1984-09-14,,822,2015-05-24T04:50:24+03:00,WNA/IAEA,39
89,Bruce-7,44.341000,-81.572000,Canada,CA,Operational,PHWR,CANDU 750B,1979-05-01,1986-04-10,,822,2015-05-24T04:50:24+03:00,WNA/IAEA,41
90,Bruce-8,44.341000,-81.572000,Canada,CA,Operational,PHWR,CANDU 750B,1979-07-30,1987-05-20,,795,2022-04-21T20:26:19+03:00,WNA/IAEA,42
91,Brunsbuettel,53.891000,9.202000,Germany,DE,Shutdown,BWR,BWR-69,1970-04-15,1977-02-09,2011-08-06,770,2015-05-24T04:50:42+03:00,WNA/IAEA,86
92,Brunswick-1,33.958000,-78.007000,United States,US,Operational,BWR,BWR-4 (Mark 1),1970-02-07,1977-03-18,,821,2015-05-24T04:51:46+03:00,WNA/IAEA,662
93,Brunswick-2,33.958000,-78.007000,United States,US,Operational,BWR,BWR-4 (Mark 1),1970-02-07,1975-11-03,,821,2015-05-24T04:51:46+03:00,WNA/IAEA,661
94,Bugey-1,45.796000,5.268000,France,FR,Shutdown,GCR,UNGG,1965-12-01,1972-07-01,1994-05-27,540,2015-05-24T04:51:08+03:00,WNA/IAEA,230
95,Bugey-2,45.796000,5.268000,France,FR,Operational,PWR,CP0,1972-11-01,1979-03-01,,920,2015-05-24T04:50:51+03:00,WNA/IAEA,165
96,Bugey-3,45.798000,5.268000,France,FR,Operational,PWR,CP0,1973-09-01,1979-03-01,,920,2015-05-24T04:50:51+03:00,WNA/IAEA,166
97,Bugey-4,45.800000,5.267000,France,FR,Operational,PWR,CP0,1974-06-01,1979-07-01,,900,2015-05-24T04:50:51+03:00,WNA/IAEA,167
98,Bugey-5,45.800000,5.267000,France,FR,Operational,PWR,CP0,1974-07-01,1980-01-03,,900,2015-05-24T04:50:51+03:00,WNA/IAEA,168
99,Bushehr-1,28.831000,50.887000,Iran,IR,Operational,PWR,VVER V-446,1975-05-01,2013-09-23,,915,2015-05-24T04:51:26+03:00,WNA/IAEA,310
100,Bushehr-2,28.828700,50.889500,Iran,IR,Under Construction,PWR,V-528 VVER-1000 AES-92 GIII+,2019-09-27,,,974,2020-04-18T04:46:52+03:00,WNA/IAEA,311
101,Bushehr-3,28.830500,50.887200,Iran,IR,Planned,,,,,,,,WNA,
102,Bushehr-4,28.830500,50.887200,Iran,IR,Planned,,,,,,,,WNA,
103,Byron-1,42.074000,-89.277000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-04-01,1985-09-16,,1120,2017-02-10T23:59:17+02:00,WNA/IAEA,735
104,Byron-2,42.074000,-89.277000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-04-01,1987-08-02,,1120,2017-02-10T23:59:18+02:00,WNA/IAEA,736
105,Calder Hall-1,54.420000,-3.491000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1953-08-01,1956-10-01,2003-03-31,35,2015-05-24T04:51:09+03:00,WNA/IAEA,231
106,Calder Hall-2,54.420000,-3.491000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1953-08-01,1957-02-01,2003-03-31,35,2015-05-24T04:51:09+03:00,WNA/IAEA,232
107,Calder Hall-3,54.420000,-3.491000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-08-01,1958-05-01,2003-03-31,35,2015-05-24T04:51:10+03:00,WNA/IAEA,233
108,Calder Hall-4,54.420000,-3.491000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-08-01,1959-04-01,2003-03-31,35,2015-05-24T04:51:10+03:00,WNA/IAEA,234
109,Callaway-1,38.763000,-91.781000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-09-01,1984-12-19,,1171,2017-02-10T23:59:20+02:00,WNA/IAEA,752
110,Calvert Cliffs-1,38.435000,-76.439000,United States,US,Operational,PWR,CE 2LP (DRYAMB),1968-06-01,1975-05-08,,845,2017-02-10T23:58:35+02:00,WNA/IAEA,655
111,Calvert Cliffs-2,38.435000,-76.439000,United States,US,Operational,PWR,CE 2LP (DRYAMB),1968-06-01,1977-04-01,,845,2017-02-10T23:58:36+02:00,WNA/IAEA,656
112,Caorso,45.072000,9.872000,Italy,IT,Shutdown,BWR,BWR-4 (Mark 2),1970-01-01,1981-12-01,1990-07-01,840,2015-05-24T04:51:26+03:00,WNA/IAEA,327
113,CAREM25,-33.966667,-59.211111,Argentina,AR,Under Construction,PWR,CAREM Prototype (Integrated-PWR),2015-08-25,,,25,2022-04-21T20:26:19+03:00,IAEA,1055
114,Carolinas CVTR,34.263000,-81.330000,United States,US,Shutdown,PHWR,Prototype,1960-01-01,1963-12-18,1967-01-10,17,2017-02-10T23:57:39+02:00,WNA/IAEA,600
115,Catawba-1,35.053000,-81.071000,United States,US,Operational,PWR,WH 4LP (ICECND),1974-05-01,1985-06-29,,1145,2017-02-10T23:59:13+02:00,WNA/IAEA,713
116,Catawba-2,35.053000,-81.071000,United States,US,Operational,PWR,WH 4LP (ICECND),1974-05-01,1986-08-19,,1145,2017-02-10T23:59:14+02:00,WNA/IAEA,714
117,Cattenom-1,49.416000,6.217000,France,FR,Operational,PWR,P4 REP 1300,1979-10-29,1987-04-01,,1300,2015-05-24T04:51:01+03:00,WNA/IAEA,207
118,Cattenom-2,49.416000,6.217000,France,FR,Operational,PWR,P4 REP 1300,1980-07-28,1988-02-01,,1300,2015-05-24T04:51:02+03:00,WNA/IAEA,210
119,Cattenom-3,49.416000,6.217000,France,FR,Operational,PWR,P4 REP 1300,1982-06-15,1991-02-01,,1300,2015-05-24T04:51:04+03:00,WNA/IAEA,218
120,Cattenom-4,49.416000,6.217000,France,FR,Operational,PWR,P4 REP 1300,1983-09-28,1992-01-01,,1300,2015-05-24T04:51:06+03:00,WNA/IAEA,223
121,CEFR (China Experimental Fast Reactor),39.739000,116.030000,China,CN,Operational,FBR,BN-20,2000-05-10,,,20,2021-06-12,WNA/IAEA,1047
122,Cernavoda-1,44.322000,28.061000,Romania,RO,Operational,PHWR,CANDU 6,1983-03-31,1996-12-02,,650,2021-01-06T01:19:47+02:00,WNA/IAEA,442
123,Cernavoda-2,44.322000,28.061000,Romania,RO,Operational,PHWR,CANDU 6,1983-07-01,2007-11-01,,650,2019-06-02T20:18:16+03:00,WNA/IAEA,443
124,Cernavoda-3,44.322000,28.061000,Romania,RO,Suspended Construction,PHWR,,1984-02-09,,,655,2021-02-14T00:59:00+02:00,WNA/IAEA/Wikipedia,
125,Changjiang-1,19.460750,108.899917,China,CN,Operational,PWR,CNP-600,2010-04-25,2015-12-25,,601,2021-04-20T03:20:43+03:00,WNA/IAEA/Wikipedia,939
126,Changjiang-2,19.460750,108.899917,China,CN,Operational,PWR,CNP-600,2010-11-21,2016-08-12,,601,2021-04-20T03:20:43+03:00,WNA/IAEA/Wikipedia,940
127,Chapelcross-1,55.014000,-3.223000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-10-01,1959-03-01,2004-06-29,35,2015-05-24T04:51:17+03:00,WNA/IAEA,252
128,Chapelcross-2,55.014000,-3.223000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-10-01,1959-08-01,2004-06-29,35,2015-05-24T04:51:18+03:00,WNA/IAEA,253
129,Chapelcross-3,55.014000,-3.223000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-10-01,1959-12-01,2004-06-29,35,2015-05-24T04:51:18+03:00,WNA/IAEA,254
130,Chapelcross-4,55.014000,-3.223000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-10-01,1960-03-01,2004-06-29,35,2015-05-24T04:51:18+03:00,WNA/IAEA,255
131,CHASNUPP-1,32.392000,71.463000,Pakistan,PK,Operational,PWR,CNP-300,1993-08-01,2000-09-15,,300,2021-06-07,WNA/IAEA,428
132,CHASNUPP-2,32.392000,71.463000,Pakistan,PK,Operational,PWR,CNP-300,2005-12-28,2011-05-18,,300,2021-06-07,WNA/IAEA,429
133,CHASNUPP-3,32.392000,71.465000,Pakistan,PK,Operational,PWR,CNP-300,2011-05-28,2016-12-06,,315,2021-06-07,WNA/IAEA,1044
134,CHASNUPP-4,32.391944,71.461667,Pakistan,PK,Operational,PWR,CNP-300,2011-12-18,2017-09-19,,313,2021-06-07,IAEA,1045
135,Chernobyl-1,51.389000,30.103000,Ukraine,UA,Shutdown,LWGR,RBMK,1970-03-01,1978-05-27,1996-11-30,925,2015-05-24T04:51:39+03:00,WNA/IAEA,568
136,Chernobyl-2,51.389000,30.103000,Ukraine,UA,Shutdown,LWGR,RBMK,1973-02-01,1979-05-28,1991-10-11,925,2015-05-24T04:51:39+03:00,WNA/IAEA,569
137,Chernobyl-3,51.389000,30.103000,Ukraine,UA,Shutdown,LWGR,RBMK,1976-03-01,1982-06-08,2000-12-15,925,2015-05-24T04:51:40+03:00,WNA/IAEA,575
138,Chernobyl-4,51.389000,30.103000,Ukraine,UA,Shutdown,LWGR,RBMK,1979-04-01,1984-03-26,1986-04-26,925,2015-05-24T04:51:40+03:00,WNA/IAEA,576
139,Chin Shan-1,25.292000,121.567000,Taiwan,TW,Shutdown,BWR,BWR-4 (Mark 1),1972-06-02,1978-12-10,2018-12-06,604,2019-06-02T20:18:27+03:00,WNA/IAEA,554
140,Chin Shan-2,25.292000,121.567000,Taiwan,TW,Shutdown,BWR,BWR-4 (Mark 1),1973-12-07,1979-07-15,2019-07-16,604,2019-11-22,WNA/IAEA,555
141,Chinon-A1,47.232000,0.167000,France,FR,Shutdown,GCR,UNGG,1957-02-01,1964-02-01,1973-04-16,68,2015-05-24T04:50:52+03:00,WNA/IAEA,173
142,Chinon-A2,47.232000,0.167000,France,FR,Shutdown,GCR,UNGG,1959-08-01,1965-02-24,1985-06-14,170,2015-05-24T04:50:53+03:00,WNA/IAEA,184
143,Chinon-A3,47.232000,0.167000,France,FR,Shutdown,GCR,UNGG,1961-03-01,1966-08-04,1990-06-15,480,2015-05-24T04:50:58+03:00,WNA/IAEA,195
144,Chinon-B1,47.232000,0.167000,France,FR,Operational,PWR,CP2,1977-03-01,1984-02-01,,870,2015-05-24T04:50:58+03:00,WNA/IAEA,196
145,Chinon-B2,47.232000,0.167000,France,FR,Operational,PWR,CP2,1977-03-01,1984-08-01,,870,2015-05-24T04:50:59+03:00,WNA/IAEA,197
146,Chinon-B3,47.232000,0.167000,France,FR,Operational,PWR,CP2,1980-10-01,1987-03-04,,905,2015-05-24T04:51:03+03:00,WNA/IAEA,213
147,Chinon-B4,47.232000,0.167000,France,FR,Operational,PWR,CP2,1981-02-01,1988-04-01,,905,2015-05-24T04:51:03+03:00,WNA/IAEA,214
148,Chooz-A,50.086000,4.792000,France,FR,Shutdown,PWR,CHOOZ-A,1962-01-01,1967-04-15,1991-10-30,280,2015-05-24T04:51:01+03:00,WNA/IAEA,206
149,Chooz-B1,50.086000,4.792000,France,FR,Operational,PWR,N4 REP 1450,1984-01-01,2000-05-15,,1455,2015-05-24T04:51:04+03:00,WNA/IAEA,220
150,Chooz-B2,50.086000,4.792000,France,FR,Operational,PWR,N4 REP 1450,1985-12-31,2000-09-29,,1455,2015-05-24T04:51:06+03:00,WNA/IAEA,226
151,Civaux-1,46.457000,0.654000,France,FR,Operational,PWR,N4 REP 1450,1988-10-15,2002-01-29,,1450,2015-05-24T04:51:07+03:00,WNA/IAEA,227
152,Civaux-2,46.457000,0.654000,France,FR,Operational,PWR,N4 REP 1450,1991-04-01,2002-04-23,,1450,2015-05-24T04:51:07+03:00,WNA/IAEA,228
153,Clinton-1,40.172000,-88.834000,United States,US,Operational,BWR,BWR-6 (Mark 3),1975-10-01,1987-11-24,,950,2015-05-24T04:51:49+03:00,WNA/IAEA,742
154,Cofrentes,39.216000,-1.051000,Spain,ES,Operational,BWR,BWR-6 (Mark 3),1975-09-09,1985-03-11,,939,2017-02-10T23:56:09+02:00,WNA/IAEA,140
155,Columbia (WNP-2),46.471000,-119.333000,United States,US,Operational,BWR,BWR-5 (Mark 2),1972-08-01,1984-12-13,,1100,2015-05-24T04:51:48+03:00,WNA/IAEA,702
156,Comanche Peak-1,32.301000,-97.787000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1974-12-19,1990-08-13,,1150,2017-02-10T23:59:17+02:00,WNA/IAEA,729
157,Comanche Peak-2,32.301000,-97.787000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1974-12-19,1993-08-03,,1150,2017-02-10T23:59:17+02:00,WNA/IAEA,730
158,Cooper,40.361000,-95.643000,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-06-01,1974-07-01,,778,2015-05-24T04:51:43+03:00,WNA/IAEA,642
